"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sent00","Input.sent00id","Input.sent01","Input.sent01id","Input.sent02","Input.sent02id","Input.sent03","Input.sent03id","Input.sent04","Input.sent04id","Answer.doNotRedirect","Answer.sent00","Answer.sent01","Answer.sent02","Answer.sent03","Answer.sent04","Answer.sentid","Approve","Reject"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","336YQZE83W178VFWVD2FY2GXBIX5M2","A2NJENRJRK4CRS","Submitted","Thu Jan 11 06:19:21 PST 2018","Thu Jan 11 06:21:28 PST 2018","Sat Jan 13 06:21:28 PST 2018","","","","127","0% (0/0)","0% (0/0)","0% (0/0)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","3","2","2","2","2","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","33JKGHPFYDHBYKL2ZDY1SJGJ23VNM8","ANCIB6B6EBBIJ","Submitted","Thu Jan 11 06:03:04 PST 2018","Thu Jan 11 06:04:27 PST 2018","Sat Jan 13 06:04:27 PST 2018","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","3","3","4","1","2","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","36DSNE9QZ6L3FXFTXVLMRGO7OJ3JOD","A20K80GWXI69Z7","Submitted","Thu Jan 11 05:43:03 PST 2018","Thu Jan 11 05:43:49 PST 2018","Sat Jan 13 05:43:49 PST 2018","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","3","3","4","2","3","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","37TRT2X24REJW3QKTQG0LWO8HKGJB5","A2RWG1BDW949U1","Approved","Thu Jan 11 05:12:03 PST 2018","Thu Jan 11 05:13:13 PST 2018","Sat Jan 13 05:13:13 PST 2018","Thu Jan 11 05:21:26 PST 2018","","","70","100% (2/2)","100% (2/2)","100% (2/2)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","2","3","4","2","2","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","386CSBG1O09UCED2SPJ17HE2HEX6QY","A2CK0OXMPOR9LE","Approved","Thu Jan 11 05:10:27 PST 2018","Thu Jan 11 05:11:49 PST 2018","Sat Jan 13 05:11:49 PST 2018","Thu Jan 11 05:21:26 PST 2018","","","82","100% (24/24)","100% (14/14)","100% (14/14)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","4","4","4","4","4","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","3A7Y0R2P2PBQ96TLYM8IATF00N8JXI","A1SGGLWPW4CJBD","Submitted","Thu Jan 11 05:43:27 PST 2018","Thu Jan 11 05:45:01 PST 2018","Sat Jan 13 05:45:01 PST 2018","","","","94","100% (2/2)","100% (2/2)","100% (2/2)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","3","2","4","2","3","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","3CFVK00FWM8JLHXP0KB5QVF878DL6R","A1KUW26JP1SB9","Submitted","Thu Jan 11 05:38:46 PST 2018","Thu Jan 11 05:48:06 PST 2018","Sat Jan 13 05:48:06 PST 2018","","","","560","100% (4/4)","100% (4/4)","100% (4/4)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","4","4","4","1","3","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","3E7TUJ2EGD9N5OBVLAGTRSY5O0O9DF","AU6SRME5DNC67","Submitted","Thu Jan 11 06:17:04 PST 2018","Thu Jan 11 06:18:39 PST 2018","Sat Jan 13 06:18:39 PST 2018","","","","95","100% (5/5)","100% (2/2)","100% (2/2)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","4","4","4","2","3","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","3IAS3U3I0G3JQ7SCM5A8MF2RF9V2B2","A2W8XV3TQEJK7G","Submitted","Thu Jan 11 05:20:20 PST 2018","Thu Jan 11 05:20:52 PST 2018","Sat Jan 13 05:20:52 PST 2018","","","","32","100% (3/3)","100% (3/3)","100% (3/3)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","1","1","4","1","2","30050|10048|47|20049|40051"
"302OLP89DZUOIVHSNIUHFXVJM6HACP","310QDH87LDM414LBO3MEE820IFFRQ3","Answer a survey about acceptability of sentences","Give us your judgement about how acceptable these sentences are","survey, linguistic acceptability","$0.10","Thu Jan 11 05:09:26 PST 2018","20","BatchId:3074072;OriginalHitTemplateId:920937340;","600","172800","Tue Jan 16 05:09:26 PST 2018","","","3KOPY89HM9PET8M7EX1U3DQWTS43JZ","A26KEX0MMX0S92","Approved","Thu Jan 11 05:18:16 PST 2018","Thu Jan 11 05:20:16 PST 2018","Sat Jan 13 05:20:16 PST 2018","Thu Jan 11 05:21:27 PST 2018","","","120","100% (2/2)","100% (2/2)","100% (2/2)","cainochoerus was a kind of extinction even-toed ungulate living in the miocene and pliocene in africa.","30050","chai rong (柴榮) (27 october 921 – 27 july 959) or guo rong (郭榮), also known his temple name shizong (世宗), was the second emperor imperial chinese short-lived later zhou five and ten uk dynasties during the period of 954 until his death.","10048","although the director was changed, harlin was credited as a producer when the finished film was released in 2005.","47","in 2007, the poppaw 2 council headquarters of 58 votes, eliminating opponents little fries.","20049","volunteers are encouraged to participate to the effort to replenish held by volunteers in the framework of the programme in the wild.","40051","","2","2","4","1","3","30050|10048|47|20049|40051"
